customerID,gender,PhoneService,InternetService,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0310-MVLET,,Yes,,,Month-to-month,Yes,Electronic check,,6010.05,Yes
0428-IKYCP,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),87,1850.65,No
4550-VBOFE,Male,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,7101.5,Yes
2187-PKZAY,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,No
4003-OCTMP,Female,Yes,DSL,,One year,Yes,Electronic check,,1910.75,No
6652-YFFJO,Female,Yes,,,Month-to-month,Yes,Electronic check,,716.1,No
7225-IILWY,Male,Yes,No,No internet service,Two year,No,Mailed check,25.75,1686.15,No
5248-RPYWW,Female,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No
7923-IYJWY,Male,Yes,Fiber optic,,Two year,Yes,Credit card (automatic),,7839.85,No
3170-GWYKC,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,No
5696-QURRL,Male,Yes,DSL,,Month-to-month,Yes,Mailed check,,45.05,Yes
7409-KIUTL,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,71,71,Yes
9830-ECLEN,Male,No,DSL,Yes,One year,No,Mailed check,50,2919.85,No
1732-VHUBQ,Female,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Yes
0495-RVCBF,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,79.7,79.7,Yes
2668-TZSPS,,Yes,,,Month-to-month,No,Mailed check,,20.45,No
7854-EDSSA,Male,Yes,DSL,No,Month-to-month,No,Electronic check,59,1254.7,Yes
8869-TORSS,Female,Yes,DSL,No,One year,Yes,Credit card (automatic),60.35,2896.4,Yes
7446-SFAOA,Female,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),19.85,717.5,No
9522-ZSINC,Male,Yes,No,No internet service,One year,Yes,Electronic check,19.95,253.8,No
8234-GSZYK,Male,Yes,No,No internet service,Two year,No,Bank transfer (automatic),26.45,1110.05,No
6505-OZNPG,Female,No,DSL,Yes,Two year,Yes,Mailed check,63.4,348.8,No
6164-HAQTX,Male,No,DSL,Yes,Two year,No,Bank transfer (automatic),53.95,3888.65,No
0679-IDSTG,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
7765-LWVVH,Female,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,95.1,6843.15,No
1658-TJVOA,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.1,450.9,No
0953-LGOVU,,No,,,Month-to-month,No,Mailed check,,432.25,No
2115-BFTIW,Male,Yes,Fiber optic,No,Month-to-month,No,Mailed check,70.95,1767.35,Yes
4692-NNQRU,Female,Yes,Fiber optic,No,One year,No,Electronic check,79.2,1742.45,No
7742-MYPGI,,Yes,,,Month-to-month,Yes,Mailed check,,297.35,No
0611-DFXKO,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,89,1820.45,Yes
7780-OTDSO,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,Yes
9619-GSATL,Female,Yes,DSL,No,One year,No,Electronic check,55.45,2444.25,No
5622-UEJFI,Female,Yes,No,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,No
9747-DDZOS,Female,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes
0674-DGMAQ,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,93.5,2970.8,No
6203-HBZPA,Male,No,DSL,Yes,Two year,No,Credit card (automatic),63.9,3334.95,No
0484-FFVBJ,Male,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,No
0301-FIDRB,Female,No,DSL,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No
4139-JPIAM,Male,No,DSL,No,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,No
2181-TIDSV,Male,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1303.25,No
2761-XECQW,Male,No,DSL,No,Month-to-month,Yes,Mailed check,43.35,371.4,No
1936-CZAKF,Male,No,DSL,Yes,Two year,No,Credit card (automatic),49.65,2409.9,No
9453-PATOS,Female,Yes,DSL,Yes,Two year,No,Mailed check,85.1,6155.4,No
0564-JJHGS,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,Yes
3348-CFRNX,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,Yes
4402-FTBXC,Male,Yes,Fiber optic,Yes,Month-to-month,No,Mailed check,89.8,4667,No
1428-GTBJJ,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.55,824.75,Yes
2931-XIQBR,Female,Yes,Fiber optic,Yes,One year,No,Mailed check,103.05,5153.5,No
0106-UGRDO,Female,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,116,8182.85,No
5542-TBBWB,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.9,69.9,No
1930-QPBVZ,Male,Yes,Fiber optic,No,Two year,No,Bank transfer (automatic),95.1,6683.4,No
2606-PKWJB,,No,,,One year,No,Mailed check,,1564.05,No
5322-ZSMZY,Male,Yes,No,No internet service,Two year,No,Mailed check,25.75,755.6,No
8059-UDZFY,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No
7740-BTPUX,Male,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,113.6,6292.7,No
5220-AGAAX,Male,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),24,1664.3,No
0208-BPQEJ,,Yes,,,Month-to-month,No,Bank transfer (automatic),,198.1,No
9435-JMLSX,Male,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,No
3352-ALMCK,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,No
5312-IRCFR,Female,Yes,Fiber optic,No,One year,Yes,Electronic check,92.85,5980.75,No
5294-IMHHT,Male,Yes,Fiber optic,No,One year,No,Bank transfer (automatic),97.75,5043.2,No
8802-UNOJF,Male,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,83.8,1029.75,Yes
6313-GIDIT,Male,No,DSL,Yes,Month-to-month,Yes,Electronic check,54.45,2854.55,Yes
6176-YJWAS,Male,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),97.95,7114.25,No
5310-NOOVA,Male,Yes,No,No internet service,Two year,No,Electronic check,19.95,907.05,No
4526-EXKKN,,Yes,,,Two year,Yes,Mailed check,,973.95,No
5311-IHLEI,Male,No,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,No
3987-KQDDU,Male,Yes,Fiber optic,No,Month-to-month,No,Electronic check,75.6,661.55,No
3404-JNXAX,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.75,4116.9,No
5131-PONJI,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,No
2845-AFFTX,,Yes,,,Month-to-month,Yes,Electronic check,,4259.3,Yes
3489-VSFRD,,Yes,,,One year,Yes,Credit card (automatic),,3282.75,No
3345-JHUEO,Male,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.2,55.7,No
5815-HGGHV,Male,Yes,DSL,No,One year,Yes,Mailed check,64.15,1274.45,No
5260-UMPWX,Female,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No
2249-YPRNG,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Yes
7410-YTJIK,,Yes,,,Month-to-month,No,Mailed check,,480.75,Yes
4626-GYCZP,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,Yes
5649-RXQTV,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99,5038.15,No
2674-MIAHT,Female,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,80.3,324.2,No
2576-HXMPA,Female,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),19.55,19.55,No
7587-AOVVU,Male,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,100.75,2793.55,No
5590-BYNII,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.75,2095,Yes
6898-MDLZW,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,53.75,648.65,No
3237-AJGEH,Female,No,DSL,No,Month-to-month,Yes,Mailed check,31,95.05,Yes
4707-YNOQA,,Yes,,,One year,Yes,Credit card (automatic),,917.15,No
9357-UJRUN,Male,Yes,DSL,No,One year,Yes,Electronic check,58.35,1346.9,No
1591-NFNLQ,Male,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),80,4242.35,Yes
8648-PFRMP,Female,No,,,Month-to-month,Yes,Electronic check,,672.7,No
7663-CUXZB,Male,Yes,Fiber optic,Yes,Two year,No,Electronic check,113.75,6561.25,No
0258-NOKBL,Male,Yes,Fiber optic,No,Month-to-month,No,Electronic check,90.4,268.45,No
1163-VIPRI,Female,Yes,Fiber optic,Yes,Two year,No,Electronic check,109.3,7337.55,No
2815-CPTUL,Male,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,70.25,331.9,Yes
9348-ROUAI,Female,Yes,DSL,Yes,Two year,No,Credit card (automatic),90.3,5194.05,No
9443-JUBUO,Male,No,DSL,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,No
0596-BQCEQ,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,Yes
1481-ZUWZA,Male,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Yes
3043-TYBNO,Male,Yes,DSL,No,Month-to-month,No,Mailed check,60.65,196.9,No
4830-FAXFM,Male,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),24.1,439.2,No
5906-BFOZT,,Yes,,,Month-to-month,Yes,Mailed check,,19.5,No
2960-NKRSO,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,85.95,2107.15,No
8996-ZROXE,Male,Yes,DSL,No,One year,Yes,Electronic check,53.5,3035.8,No
5598-IKHQQ,Female,Yes,No,No internet service,Two year,No,Credit card (automatic),25.45,1866.45,No
0397-ZXWQF,,Yes,,,Two year,No,Bank transfer (automatic),,1430.95,No
5266-PFRQK,Male,Yes,No,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,No
4674-HGNUA,Male,Yes,DSL,Yes,Two year,No,Credit card (automatic),89.9,6457.15,No
6765-MBQNU,Female,Yes,No,No internet service,One year,No,Mailed check,26,684.05,No
9786-IJYDL,Female,Yes,,,Two year,Yes,Mailed check,,3914.05,No
1303-SRDOK,Female,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic),69.05,3842.6,No
3769-MHZNV,Female,Yes,No,No internet service,Two year,No,Mailed check,20.1,670.35,No
6295-OSINB,Male,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,109.65,7880.25,No
3308-MHOOC,Male,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.2,19.2,No
2309-OSFEU,Male,No,DSL,No,Month-to-month,Yes,Mailed check,33.9,298.45,Yes
2207-QPJED,Female,Yes,Fiber optic,,Month-to-month,No,Electronic check,,3371.75,No
4177-JPDFU,Male,No,DSL,No,Month-to-month,No,Mailed check,34,442.45,No
2239-CFOUJ,Male,Yes,No,No internet service,One year,No,Mailed check,20.4,20.4,No
8046-DNVTL,Male,No,DSL,No,Two year,Yes,Credit card (automatic),38.6,2345.55,No
2209-XADXF,Female,No,DSL,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,No
6620-JDYNW,Female,Yes,DSL,No,Month-to-month,Yes,Mailed check,60.6,1156.35,No
1891-FZYSA,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes
4770-UEZOX,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.75,144.8,No
1038-RQOST,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.6,414.95,No
7613-LLQFO,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes
4568-TTZRT,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.4,181.8,No
9513-DXHDA,Male,Yes,DSL,Yes,One year,No,Electronic check,81.7,2212.55,No
2640-PMGFL,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,79.5,2180.55,Yes
3801-HMYNL,Male,Yes,Fiber optic,Yes,Month-to-month,No,Mailed check,89.15,89.15,Yes
0516-QREYC,Female,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,No
9685-WKZGT,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes
6022-UGGSO,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes
8084-OIVBS,Female,Yes,No,No internet service,One year,No,Mailed check,20,211.95,No
8896-BQTTI,Male,Yes,No,No internet service,Month-to-month,Yes,Mailed check,25,25,No
3865-QBWSJ,Male,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,80.45,3162.65,No
3352-RICWQ,Female,Yes,No,No internet service,Two year,No,Mailed check,19.75,210.65,No
2160-GPFXD,,Yes,,,Two year,Yes,Credit card (automatic),,3566.7,No
2065-MMKGR,Female,Yes,DSL,Yes,One year,Yes,Credit card (automatic),71,2080.1,No
5857-TYBCJ,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.2,4040.2,No
1498-NHTLT,Male,Yes,DSL,Yes,Two year,Yes,Electronic check,86.75,5186,No
4484-CGXFK,Female,Yes,DSL,,Month-to-month,Yes,Electronic check,,196.15,Yes
1402-PTHGN,Female,Yes,DSL,No,One year,Yes,Mailed check,61.5,1087.45,No
4176-RELJR,,Yes,,,Two year,No,Credit card (automatic),,1672.15,No
6214-EDAKZ,Female,Yes,DSL,No,Month-to-month,No,Electronic check,55.15,1206.05,Yes
5199-FPUSP,Male,No,DSL,No,One year,No,Credit card (automatic),34.05,1113.95,No
6377-KSLXC,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,19.95,107.05,No
1796-JANOW,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,19.95,38.15,No
0238-WHBIQ,Male,Yes,DSL,Yes,Two year,No,Credit card (automatic),89.7,6339.3,No
8735-NBLWT,Male,Yes,,,Month-to-month,No,Mailed check,,184.1,No
6651-RLGGM,Male,Yes,No,No internet service,Two year,No,Mailed check,26.3,1688.9,No
6127-ISGTU,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes
1614-JBEBI,Female,Yes,No,,Month-to-month,Yes,Mailed check,,137.6,No
8740-XLHDR,Male,No,DSL,No,Month-to-month,Yes,Mailed check,43.25,219,Yes
1208-DNHLN,Male,Yes,DSL,No,One year,Yes,Credit card (automatic),48.35,1067.15,Yes
1761-AEZZR,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,79.55,79.55,Yes
3923-CSIHK,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes
5696-EXCYS,,Yes,,,Two year,No,Credit card (automatic),,369.05,No
5795-KTGUD,Female,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No
7120-RFMVS,Male,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,84.5,84.5,Yes
7924-GJZFI,Female,Yes,,,Month-to-month,Yes,Electronic check,,1813.1,No
4702-HDRKD,Male,No,DSL,Yes,One year,Yes,Bank transfer (automatic),49.35,3321.35,No
8512-WIWYV,Male,Yes,No,No internet service,One year,No,Credit card (automatic),20.35,707.5,No
5897-ZYEKH,Female,Yes,Fiber optic,Yes,One year,Yes,Electronic check,105.6,7112.15,No
5456-ITGIC,Male,No,DSL,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,No
7317-GGVPB,Male,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,Yes
1406-PUQVY,Male,Yes,DSL,No,Month-to-month,Yes,Electronic check,49.9,49.9,No
1322-AGOQM,Male,No,DSL,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes
3677-IYRBF,Female,No,DSL,,Month-to-month,Yes,Electronic check,,78.65,Yes
5692-FPTAH,Female,Yes,DSL,No,Month-to-month,Yes,Mailed check,45.4,45.4,Yes
9114-AAFQH,,Yes,,,One year,Yes,Electronic check,,3094.65,No
8715-KKTFG,Female,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No
1550-LOAHA,Female,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes
1728-BQDMA,Female,Yes,DSL,No,Month-to-month,No,Electronic check,44.45,82.7,No
0268-QKIWO,Female,Yes,No,No internet service,Month-to-month,No,Electronic check,19.75,58.85,Yes
0876-WDUUZ,Female,Yes,,,Month-to-month,Yes,Credit card (automatic),,425.9,Yes
5117-ZSMHQ,Female,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,No
5151-HQRDG,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,55.05,2030.75,No
0960-HUWBM,Male,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No
6465-GSRCL,Female,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,No
0617-FHSGK,Male,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes
0263-FJTQO,Male,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),70.5,3486.65,No
7319-ZNRTR,Male,Yes,No,No internet service,One year,No,Electronic check,19.6,411.15,No
2858-MOFSQ,Female,Yes,,,One year,Yes,Mailed check,,937.5,Yes
7503-EPSZW,Female,Yes,No,No internet service,Two year,Yes,Mailed check,24.05,1559.15,No
7089-XXAYG,Male,No,DSL,Yes,One year,Yes,Credit card (automatic),38.1,970.4,No
8118-LSUEL,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes
8070-AAWZP,Male,No,DSL,No,Month-to-month,No,Mailed check,34.25,828.2,No
1666-JXLKU,,Yes,,,Month-to-month,Yes,Electronic check,,3810.55,No
7855-DIWPO,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,68.65,1493.2,No
5133-POWUA,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,45.8,45.8,No
5652-MSDEY,Female,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,75.75,777.3,No
7005-CCBKV,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,84.4,556.35,Yes
1810-BOHSY,Male,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),96.4,4911.05,No
1784-BXEFA,Female,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,No
7351-MHQVU,Female,No,DSL,No,Month-to-month,No,Credit card (automatic),50.95,307.6,No
9224-VTYID,Male,Yes,DSL,Yes,Two year,Yes,Mailed check,90.5,4318.35,No
9500-IWPXQ,Female,Yes,DSL,No,One year,Yes,Electronic check,79.4,4820.55,No
5762-TJXGK,Female,No,DSL,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No
4504-YOULA,Female,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No
5569-IDSEY,Male,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No
4250-FDVOU,Female,Yes,DSL,,Month-to-month,No,Electronic check,,389.1,Yes
7284-ZZLOH,,Yes,,,Two year,No,Credit card (automatic),,2296.25,No
5277-ZLOOR,,Yes,,,Month-to-month,Yes,Electronic check,,187.45,Yes
2141-RRYGO,Female,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes
1777-JYQPJ,Male,No,DSL,,Month-to-month,No,Mailed check,,38.45,No
6376-GAHQE,Male,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,77.85,299.2,Yes
3401-URHDA,Male,Yes,DSL,No,One year,No,Credit card (automatic),59.9,3043.6,No
1599-EAHXY,Male,Yes,No,No internet service,One year,No,Credit card (automatic),23.95,1506.4,No
8631-XVRZL,Male,Yes,No,No internet service,One year,Yes,Mailed check,20.15,163.7,No
5052-PNLOS,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes
3853-LYGAM,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),95.65,1640,No
6979-ZNSFF,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,87.05,762.1,Yes
5751-USDBL,Male,Yes,DSL,Yes,Two year,No,Mailed check,81,3846.35,No
5680-LQOGP,Female,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No
2386-LAHRK,Male,Yes,DSL,Yes,Month-to-month,Yes,Mailed check,53.5,53.5,Yes
8189-DUKMV,Female,Yes,No,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No
6032-IGALN,Female,No,DSL,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes
9931-DCEZH,Male,Yes,DSL,No,One year,Yes,Credit card (automatic),54.4,1516.6,No
1898-JSNDC,Female,Yes,DSL,Yes,One year,Yes,Credit card (automatic),58.6,2224.5,No
0315-LVCRK,Male,Yes,Fiber optic,No,Month-to-month,No,Electronic check,84.8,888.75,No
3911-RSNHI,Female,No,DSL,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No
2410-CIYFZ,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No
4248-HCETZ,Male,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes
5505-OVWQW,Female,Yes,No,No internet service,One year,No,Mailed check,20.15,353.65,No
7271-AJDTL,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No
1867-TJHTS,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No
0516-WJVXC,,Yes,,,Month-to-month,No,Electronic check,,308.25,Yes
9174-FKWZE,,Yes,,,Month-to-month,Yes,Electronic check,,19.45,Yes
6860-YRJZP,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.05,678.45,No
4429-WYGFR,Male,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No
2817-LVCPP,Female,Yes,No,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No
5038-ETMLM,,Yes,,,Two year,Yes,Bank transfer (automatic),,8182.75,No
5056-FIMPT,Female,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),106,4532.3,No
4521-WFJAI,Male,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No
6569-KTMDU,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No
8809-RIHDD,Male,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes
8809-XKHMD,Male,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No
0396-YCHWO,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No
0867-LDTTC,Male,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No
4822-NGOCH,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes
9391-DXGGG,Female,Yes,Fiber optic,No,One year,No,Credit card (automatic),89.15,3990.75,No
9844-FELAJ,Female,Yes,Fiber optic,Yes,One year,Yes,Electronic check,107.9,7475.85,No
2122-SZZZD,Male,Yes,No,No internet service,One year,No,Credit card (automatic),19.5,835.5,No
5307-DZCVC,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes
3148-AOIQT,Female,Yes,No,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No
8679-JOEVF,Female,Yes,DSL,Yes,Month-to-month,No,Electronic check,59.4,1023.9,Yes
8395-ETZKQ,Male,Yes,No,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No
6692-YQHXC,Male,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No
3889-VWBID,Male,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No
5222-JCXZT,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,19,78.9,No
9754-CLVZW,Female,No,DSL,,Month-to-month,No,Credit card (automatic),,1025.15,No
1432-FPAXX,Female,No,DSL,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes
2739-CCZMB,Male,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),20.35,122,No
7080-TNUWP,,Yes,,,One year,Yes,Bank transfer (automatic),,6602.9,No
0496-AHOOK,Male,Yes,DSL,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No
8336-TAVKX,Female,Yes,DSL,No,Two year,No,Bank transfer (automatic),78.45,5682.25,No
2468-SJFLM,Male,Yes,Fiber optic,,Month-to-month,Yes,Mailed check,,74.3,No
3181-VTHOE,Male,No,DSL,No,One year,Yes,Bank transfer (automatic),51.05,3635.15,No
7168-HDQHG,Female,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No
4803-AXVYP,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes
3884-HCSWG,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70,1144.5,Yes
4567-AKPIA,Female,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No
5077-DXTCG,Female,Yes,DSL,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes
1142-WACZW,Male,No,DSL,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes
7901-HXJVA,Male,Yes,Fiber optic,No,Month-to-month,No,Electronic check,76.45,1117.55,No
5649-ANRML,Male,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes
4892-VLANZ,,Yes,,,Month-to-month,No,Mailed check,,19.8,Yes
5924-IFQTT,Male,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,72.8,930.05,No
7968-QUXNS,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No
2919-HBCJO,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes
4236-XPXAV,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes
8903-WMRNW,Female,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No
2452-SNHFZ,Female,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No
3629-WEAAM,,Yes,,,Month-to-month,No,Mailed check,,504.05,No
6029-CSMJE,Male,No,DSL,No,Month-to-month,Yes,Mailed check,25.65,440.2,No
7993-NQLJE,,Yes,,,Month-to-month,No,Mailed check,,1151.55,No
9909-DFRJA,Female,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic),95.85,2475.35,No
9099-FTUHS,,Yes,,,Month-to-month,No,Electronic check,,1249.25,No
0581-BXBUB,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,72.75,317.75,No
4962-CHQPW,Male,Yes,No,No internet service,One year,No,Mailed check,19.85,535.05,No
